nome_cliente;date;alunos_ativos;total_em_recibo_venda;total_em_recebiveis;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia;total_conta_pagar
Hora Fitness;2020/01;290;37303;38239;10070;0;10135
Brooklyn Functional GYM;2020/01;29;9367;7155;0;4048;0
NAXOS TRAINING;2020/01;91;19567;14337;6236;0;2286
Brutu´s Cross training;2020/01;73;8588;8399;0;0;3300
HEAD COACH;2020/01;312;29916;29396;1654;0;0
Fisioprev personal;2020/01;13;26285;23548;0;459;9627
Crossfit Iracema;2020/01;92;23373;22653;12182;0;6988
Crossfit High Pulse - Guarapuava;2020/01;182;33489;33236;6316;13054;31185
CrossFit Selvagem;2020/01;13;5331;4484;1429;0;0
ASSOCIAÇÃO ATLÉTICA COOPAVEL;2020/01;90;13628;13379;0;0;0
Crossfit estrada Real;2020/01;0;150;637;487;0;0
Roma Academia;2020/01;123;13087;11887;280;0;1302
Crossfit Osasco;2020/01;117;21702;26675;0;8208;0
AdarshaYoga;2020/01;35;20718;18954;66;6371;2292
On Brasilia;2020/01;32;8363;7217;5018;0;0
STUDIO TELMA MENEZES Studio 2;2020/01;99;35878;29767;1306;0;12274
Crossfit High Pulse - Paranaguá;2020/01;95;18224;16835;7132;347;16259
sparta cross;2020/01;92;11481;12468;5097;0;0
CrossFit Friburgo;2020/01;267;51783;63157;16131;0;72453
INOVE ACADEMIA;2020/01;241;25057;28572;1192;0;24413
Lucas Silva Personal Trainer e Coach de emagrecimento;2020/01;16;8820;8760;0;0;0
CROSSFIT BLACK HOUSE;2020/01;248;48532;47921;6818;32303;1802
Box Aeroporto - Marília;2020/01;79;7806;8397;3101;3776;0
CrossFit RedCore;2020/01;102;18387;15971;1505;5915;20374
UPLAY FITNESS - MARINGÁ;2020/01;1126;136379;118657;6587;71888;108443
Gabriel Graciani;2020/01;55;7550;8088;0;0;0
Mutação Crossfit;2020/01;99;31063;20349;6488;0;0
Taurus Box;2020/01;137;14697;21322;4071;7829;0
Crossfute;2020/01;114;29200;26929;15822;0;0
STUDIO 1;2020/01;47;11102;11102;0;0;0
Vassalos CrossFit;2020/01;133;29922;20716;5145;560;28217
Polar Fit Club;2020/01;380;30669;28353;701;9257;15784
X-RUN Team;2020/01;63;12229;17370;0;0;15260
Arena Sparta;2020/01;0;0;0;0;0;0
CrossFit Pinheiros;2020/01;109;31753;30153;5551;17302;6841
Parque 7788 CrossFit;2020/01;67;29760;17114;15992;0;0
CrossFit Vivá;2020/01;89;28870;22350;7672;0;0
Academia Aperfeisuando;2020/01;218;21445;18583;1228;0;2200
Zaganelli jiu-jitsu Vitoria -ES;2020/01;65;6329;6302;1963;0;1580
Crossfit High Pulse - Irati;2020/01;89;11086;13716;6390;0;0
CrossFit Kruger;2020/01;86;24653;20220;1744;12638;17449
CT Malvadeza;2020/01;141;16054;16054;0;0;0
CrossFit Brusque;2020/01;127;42187;34398;11779;0;0
Crossfit Piracicaba;2020/01;328;98933;64103;33769;14027;52520
CROSSFIT BUTANTA;2020/01;153;27326;35485;0;11079;0
LIQUID ONE;2020/01;31;4059;3801;0;3381;2274
CrossFit GU Gama;2020/01;261;44060;39247;8772;0;0
LACQUA;2020/01;119;36086;36058;0;0;0
META TREINE;2020/01;37;9023;9023;0;0;0
Cia Fit;2020/01;223;30227;24630;8208;0;23837
Crossfit Bars N Rings;2020/01;48;17034;14341;2075;9543;24416
Allinea Pilates;2020/01;139;49856;46536;0;0;9988
Champion Training;2020/01;25;4396;4396;0;0;1494
Stone fit centro de treinamento;2020/01;43;6015;6015;0;0;0
CF Betterlife;2020/01;92;12710;14210;0;0;0
UBKN FITNESS;2020/01;24;3720;3720;0;0;0
Espaço Vibre;2020/01;116;157476;166073;12802;7;157461
CrossFit Gade;2020/01;88;16409;16080;180;838;0
Rústica;2020/01;68;20997;20331;2043;2960;20451
Ct Energia Thai Leonardo Team;2020/01;75;8575;8575;0;0;0
CH TRAINING BOX;2020/01;97;21004;21004;0;0;318
Life+ Cross Training;2020/01;39;5414;4747;832;0;0
CT VIKINGS BOX 01;2020/01;56;8804;8804;0;0;0
3050 CrossFit;2020/01;206;77093;73993;6608;54846;0
Vida Ativa Oficina de Saúde;2020/01;135;24302;18436;1318;0;10662
RITMEI CAMBUI;2020/01;113;31064;26271;7511;6571;35549
Empire Training;2020/01;52;6595;6595;0;0;0
RTF Studio;2020/01;62;12365;12365;0;0;12594
HM PERSONAL STUDIO;2020/01;60;7169;7632;2008;480;4380
Funcional Academia Personalizada;2020/01;76;23204;21364;13748;0;29188
4ALL Gym & Wellness;2020/01;231;24114;19095;2960;0;16201
Crossfit Pumawari;2020/01;58;19654;15910;10712;0;0
Olímpia Fitness;2020/01;215;33845;26624;0;17370;32165
IAR CROSS TRAINING;2020/01;87;4322;8008;4982;1272;2500
BOX Full Energy - Treinamento Funcional e Nutrição;2020/01;100;17058;12036;7142;0;50
Dojo Fight;2020/01;39;28149;23758;4129;0;16820
Bôtos GYM - Piúma;2020/01;314;33227;33154;2184;11233;28922
CrossFit 567 - Campeche;2020/01;127;28925;27190;18625;430;28457
Bini Sports & Escola Coxa;2020/01;95;10327;8477;82;0;10023
CFJF2;2020/01;84;8870;17623;7212;0;13084
DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;2020/01;33;16554;14556;1968;0;3293
K2 Trindade;2020/01;40;10987;12629;0;11462;10349
Fullife Treinamento Físico Personalizado;2020/01;51;15375;15375;0;0;0
Brave Community Fitness;2020/01;119;48898;51286;25878;0;52296
TUDORS CROSSFIT E LANCHONETE LTDA;2020/01;215;77107;72287;2278;39629;85124
Studio Cross- Unidade 02;2020/01;97;21273;13164;6968;0;0
Santa Fé Team;2020/01;116;19048;16630;2611;2020;18677
Morada Fitness;2020/01;90;11549;8735;1660;0;3882
Academia Body Fit - Unidade 3;2020/01;353;35450;26710;3204;840;269
Cross Nutrition Box PedroMoro;2020/01;84;8488;7211;0;3484;0
CrossFit Blessed;2020/01;124;19814;31437;17672;0;466
Vigor Trainer;2020/01;33;4548;5025;864;0;868
FITNESS CARE - BEM ESTAR;2020/01;32;1518;11191;8794;0;0
CrossFit Equifavela;2020/01;77;20867;24258;3289;8993;25602
crossfit agreste;2020/01;107;17219;17861;3021;9854;0
Iron Cross;2020/01;63;11187;11815;141;5199;0
Crossfit Campo Belo;2020/01;257;50601;41640;21116;6252;1691
CROSSFIT UBERABA;2020/01;185;42003;34558;7585;5483;1825
ACADEMIA LIDER DE ARTES;2020/01;788;104928;103205;21698;0;7921
Academia Total Gym;2020/01;122;12180;8787;560;0;0
Ana Elena Pole Dance;2020/01;16;6238;5846;2753;0;3425
villarinho treinamentos esportivos ltda;2020/01;153;32766;31618;0;365;13396
CrossFit 035;2020/01;115;26002;20570;2881;0;19156
CrossFit Saquarema;2020/01;98;13950;13950;0;0;0
Studio Edu Castor - Treinamento Funcional Personalizado;2020/01;47;9745;8341;2096;145;5621
Base Natal;2020/01;313;60180;63930;29198;144;10458
SuperForce Cristo;2020/01;246;98463;73482;12844;45425;52645
Pole House Studio;2020/01;84;24922;24571;1106;0;1625
MARCOS MAGGIO;2020/01;22;11012;10960;0;0;0
CrossFit Bel01;2020/01;208;58327;62682;4755;43832;7399
Top Pilates;2020/01;69;14022;18628;8710;0;12008
Crossfit Santarena;2020/01;147;25514;22539;1649;12210;0
4024;2020/01;0;0;0;;;
08 PHD SPORTS - FAZENDINHA 4025;2020/01;413;42465;43808;2024;26399;23467
Companhia do Corpo Academia;2020/01;756;104793;104197;41285;16709;89681
Box Arena;2020/01;223;34570;30754;6709;1678;16095
UNIKA CROSSFIT;2020/01;87;20411;20183;0;0;0
Crossfit Itajuba;2020/01;73;22096;21429;0;0;4756
Exclusive Compact Gym;2020/01;3;0;0;;;
A1 BOX;2020/01;39;5162;4789;0;444;0
CROSS TRAINING CORPUS;2020/01;145;22049;28589;95;2893;8411
5143 CrossFit;2020/01;125;33567;33037;0;200;0
Crossfit VOLT;2020/01;78;16429;14919;8402;0;0
Zaki Crossfit;2020/01;29;5810;6088;476;0;3182
MOVFISIO SAÚDE INTEGRATIVA;2020/01;61;59719;54118;13243;0;55864
SUPERFORCE CROSSFIT TRES FIGUEIRAS;2020/01;135;35163;32217;1722;25006;16289
Wol Pilates Lago Norte;2020/01;136;51460;48423;660;22047;44431
Just Life Clinica de Atividade Física;2020/01;97;17501;17408;4090;0;0
TOP WOD;2020/01;125;21443;21443;0;0;0
ACADEMIA IN CORPORE;2020/01;293;41479;36147;10539;3521;6793
Fit and SPA by Shishindo;2020/01;49;17851;13891;4722;1673;21466
OZ Jiu Jitsu;2020/01;22;2994;1779;0;1170;3722
Capital do Remo;2020/01;62;18826;14428;7238;2461;16819
Cross Pato;2020/01;130;24241;23443;4285;8978;17721
VERITAS CORPO E MENTE;2020/01;68;19255;17940;12086;0;0
CrossFit Perdizes;2020/01;52;7020;12772;2300;1688;0
Hangar 193 CrossFit;2020/01;0;216001;201256;173928;0;0
Panzeri Fitness;2020/01;25;5440;5440;0;0;0
Cross Nutrition Jundiaí;2020/01;104;9362;9246;5679;719;0
HT Funcional;2020/01;53;11530;7043;1920;1199;6745
Balance Academia de Dança e Luta;2020/01;160;20243;20379;1327;10138;16171
Estúdio de Dança DBM;2020/01;62;18001;12788;3368;0;5086
Living for CrossFit;2020/01;124;36282;41767;24529;0;31057
Cia da Água;2020/01;193;39733;51464;6837;0;41073
30 PHD SPORTS - Picheth;2020/01;253;27301;21761;2161;0;0
D45 Fitness;2020/01;83;12919;12572;2789;7200;14728
Telmo Nascimento Jiu Jitsu;2020/01;6;2505;2685;0;0;0
Studio Marcel Duarte;2020/01;42;23552;23611;221;0;0
Connect - Maringá;2020/01;111;50490;72895;60719;0;30032
Lajaica Centro de Treinamento;2020/01;128;18827;18956;6220;8012;0
PILATES HOUSE;2020/01;0;1800;300;0;0;7660
12 PHD SPORTS - XAXIM 4337;2020/01;898;89564;89083;2853;55561;55281
Bôto's Gym Iconha;2020/01;109;9259;8700;964;2336;9028
Bôto's Gym Anchieta;2020/01;322;27950;27870;2229;11135;12715
CAVALEIROS CROSSFIT;2020/01;348;75474;58575;11267;5881;0
estacao fitnes;2020/01;293;23195;23195;0;0;0
Cave Wolf Box;2020/01;108;14709;14709;0;0;0
OUROFIT;2020/01;172;45804;33598;18308;0;0
Village BT;2020/01;61;11201;14273;5392;0;17100
Crossfit Kahuna;2020/01;147;45130;48520;5171;33089;0
Studio Cross 7 Assessoria Esportiva;2020/01;51;6930;8090;6048;0;0
AK One Fitness;2020/01;247;28053;26735;5647;7590;0
Studio Fitclass Personal Trainer;2020/01;0;2630;2615;0;0;0
Taboão da Serra Crossfit/Gracie Barra Jiu Jitsu;2020/01;93;31378;23110;2909;0;0
Goatbox Cross Training;2020/01;312;25307;24022;1795;11101;0
The Fit Box;2020/01;52;6180;5447;1370;0;3747
Box 675;2020/01;26;4423;4423;0;0;759
Life cross training Campina Grande do Sul;2020/01;108;18094;14881;9852;0;0
CROSSFIT BLUMENAU;2020/01;371;25822;25822;0;0;0
Box 28;2020/01;62;11502;10091;145;5313;6107
SAUT;2020/01;138;14366;19700;6564;7141;19042
Killer Bees Cabral;2020/01;146;26554;11238;5026;0;0
Crossfit MUV;2020/01;173;52283;46022;35212;0;48825
Amaral Natação;2020/01;815;311426;305923;31945;0;0
ACADEMIA NEW FIT;2020/01;263;40057;26105;10675;0;5154
Academia Invictus;2020/01;52;7416;8752;5089;239;6883
CF Caves;2020/01;114;25366;18216;3221;1809;2130
ACADEMIA GRAN FIT;2020/01;567;51925;41724;10185;0;0
Leo Chamma Treinamento Personalizado;2020/01;31;10480;6931;720;2411;0
Klippel Fitness;2020/01;54;15079;25280;0;1315;32500
Studio FitsYou Academia LTDA ME;2020/01;92;18021;14452;3749;1745;11842
FLOW TFI - TREINAMENTO FÍSICO INTEGRADO;2020/01;75;31877;25731;1407;4306;25044
BOX Orange;2020/01;32;6400;5450;503;0;510
Fitlife academia;2020/01;325;35087;32432;705;19235;12220
Academia Endorfit;2020/01;317;34406;28729;5834;0;17098
Academia Best Shape;2020/01;118;12927;13118;647;948;13116
FT TAGUATINGA;2020/01;87;38423;37638;0;0;37245
Pa-Kua São Leopoldo;2020/01;15;5708;4368;1182;0;155
Agility Treinamento Físico;2020/01;48;7250;7250;0;0;3761
Crossfit Chivunk;2020/01;105;31434;22136;6094;2380;23989
EVOLUÇÃO THAI;2020/01;60;10611;8533;261;0;0
Gfteam Vitoria;2020/01;30;4170;4170;0;0;2662
Pole Voe Arte e Cultura;2020/01;50;19984;17481;797;7689;0
Cross Araraquara;2020/01;104;21045;16071;7401;0;14189
Rodrigo de Souza Magno Academia ME;2020/01;83;17687;16397;0;0;1956
23 PHD SPORTS - TINGUI 4630;2020/01;280;27434;30414;9554;8167;31517
Andre Hauer - Personal Trainer;2020/01;8;15606;17020;0;1437;0
MD Treinamento Funcional;2020/01;95;17853;17781;0;0;2400
CrossFit Taura;2020/01;184;56929;48256;7813;25986;0
Cluster - Jardim Mirante;2020/01;113;12550;13506;0;10402;9223
Baby Gym Zona Sul Poa;2020/01;4;1249;696;454;163;0
CrossFit Arzo One;2020/01;114;39091;39091;0;0;0
Ativus;2020/01;108;16096;14828;0;8093;4524
Centro de Treinamento Luis Oliveira;2020/01;105;11741;7730;1888;1848;2877
Crossfit Itaperuna;2020/01;74;18702;16556;1025;0;14915
ACADEMIA FITNESS CLUB;2020/01;482;114055;51224;16442;18630;59318
Arena Funcional;2020/01;156;40901;33862;12493;0;2277
Dinamus Gym;2020/01;118;13185;12761;1064;1845;0
RM Treinamento Fisico Funcional;2020/01;63;8860;8860;0;0;0
Studio Budokan;2020/01;90;17117;15695;53;7820;15846
Pa-Kua Santa Maria;2020/01;20;3339;3656;137;418;0
Trinus CrossFit;2020/01;118;50140;35352;20894;0;36220
DRYFIT ACADEMIA;2020/01;834;77857;68994;15961;2900;67252
Estúdio Ana Carolina;2020/01;21;3416;3575;790;0;1227
Swag Complex;2020/01;79;12411;12547;387;0;0
Personal 4U Studio;2020/01;66;13302;13074;1800;6727;18939
Studio Movicorpus;2020/01;115;21927;25082;4515;3987;16229
BOX POSEIDON;2020/01;28;4759;4759;0;0;0
Unidade 1 - Studio de Personal;2020/01;92;24538;11673;3269;0;0
Academia Horizon;2020/01;841;189667;106866;73028;0;12899
Cross Lion’s fire;2020/01;66;35823;35823;0;0;0
CROSSFIT Maringa 3 | Imperial;2020/01;118;22974;21840;518;9423;3563
25 PHD SPORTS - PIRAQUARA 4782;2020/01;164;21863;14911;3790;1183;1787
CrossFit UN5522;2020/01;157;28353;32820;1337;7080;41616
Serrinha Cross;2020/01;102;18474;18352;2149;3457;11479
Studio Fun Training Leblon;2020/01;44;16443;15030;0;10840;15552
Crossfit SFT;2020/01;46;11243;11243;0;0;0
Garça Academia;2020/01;78;21200;9235;2131;0;0
Crossfit Moutonnée;2020/01;65;11367;23564;842;1810;26143
STUDIO CROSS 6;2020/01;60;9641;12119;4532;3666;0
RONALDO GERMANO - TREINO FUNCIONAL E PERFORMANCE;2020/01;60;28950;18374;9144;0;0
Box Base 9;2020/01;107;19738;17512;0;7986;0
Cross Iron Box;2020/01;92;12555;12660;495;7883;400
Secret Pole Studio;2020/01;57;13606;10916;0;2461;8188
Academia m10;2020/01;372;66701;37467;15908;0;0
4849;2020/01;0;0;0;;;
Performance Studio de Personal Trainer;2020/01;23;6660;6660;0;0;1245
OSP Pocket;2020/01;127;40028;28228;18880;0;11206
Diego Damas Personal;2020/01;2;0;0;0;0;0
Baby Gym Unidade Tijuca;2020/01;21;10518;10501;4056;0;10498
Espaço movimento Academia fitness;2020/01;1139;103825;80180;57105;1529;70565
RED STORM CROSSFIT;2020/01;121;32811;32363;3316;13164;23388
ACADEMIA MACIEL;2020/01;534;63848;38574;8754;0;0
Studio Showa Pilates Funcional;2020/01;42;26585;17520;7117;0;0
Seven Cares Treinamento Personalizado LTDA;2020/01;204;44323;40736;24357;3592;0
35+ Coaching de Bem Estar;2020/01;250;55674;46104;2476;33285;0
Alcateia Fight Team;2020/01;99;15943;14997;0;10291;0
CrossFit Tatuapé;2020/01;66;18058;13516;338;8459;0
Raquel Fior Treinamento Personalizado;2020/01;63;20500;21400;7560;0;3304
DBox Academia;2020/01;372;38728;34493;20299;3479;0
Box Skull;2020/01;93;5410;5694;441;0;0
Academia Versatil - Colombo;2020/01;387;61743;44690;13278;6735;273
Metamorfose;2020/01;103;15865;14101;671;0;22008
CROSS NUTRITION BOX;2020/01;127;13144;12669;1879;2127;0
Moovbox Sports Center;2020/01;229;73762;62791;37520;4408;85648
Academia America Fitness;2020/01;181;26159;19482;3735;0;16948
MT Cross Training;2020/01;78;8103;7287;0;4883;0
Studio Power;2020/01;192;19320;19051;1439;13299;839
CrossFit Ouro Branco;2020/01;70;15550;15059;1208;5590;0
GET UP - Treinamento Físico Funcional;2020/01;36;11789;11944;0;0;0
Centaurus Crossfit;2020/01;131;42883;43485;2788;27936;58408
CT MOWIUS;2020/01;141;12615;13001;0;2348;0
CT Matias Fight;2020/01;31;3206;2953;0;2813;4968
Crossfit Implacável Vila da Penha;2020/01;0;14168;14168;1330;0;0
CrossFit On - Araruama;2020/01;139;33588;19787;0;0;1298
CF Ultimate Pirates;2020/01;93;14426;11943;3539;0;0
5065;2020/01;0;0;0;;;
R21 Treinamento Funcional;2020/01;109;13233;30111;1408;2248;25191
Escola de FuteVolei de Macaé;2020/01;84;15692;15140;2723;490;109
Gibi Academia;2020/01;668;109816;85502;25735;0;84195
CT Rancho Fitness;2020/01;48;5253;4926;0;2504;0
ACADEMIA BIOFITT;2020/01;394;64918;82062;23668;0;50880
Box021;2020/01;112;13783;15715;4121;0;0
Studio818;2020/01;25;20081;37391;2954;0;31083
Cross Life Guarulhos;2020/01;153;19284;15193;4798;0;271
FFCT;2020/01;147;23548;28244;10411;8665;26177
CrossFit Volans;2020/01;131;29239;22439;8083;8620;0
Studio Barbara Cruvinel;2020/01;2;275;275;0;0;0
ESTUPIN;2020/01;43;10845;8205;1177;5439;7524
Cross Nutrition Box São Pedro;2020/01;52;5506;3964;0;1829;0
Original Team Co.;2020/01;131;10855;9594;417;0;462
Aqua Fit;2020/01;130;17686;16613;748;0;0
P011 LAPA;2020/01;212;68378;55531;1078;37707;73937
Black Falcon;2020/01;110;54363;14879;7867;0;22077
CrossFit Rutilo;2020/01;48;21257;17609;1977;7599;17166
Delta Cross Funcional;2020/01;50;8114;8123;327;4442;10234
Academia de Dança Alfa e Ômega;2020/01;42;6461;6775;643;0;1122
PARCÃO ACADEMIA;2020/01;556;58635;46051;33992;0;22702
West Box;2020/01;73;11630;11340;1410;0;0
STUDIO KELLI MULLER POLE DANCE;2020/01;64;21040;10515;3471;0;0
Instituto da Dança;2020/01;60;11683;8787;1739;0;0
Movimento Base Studio;2020/01;63;5648;8665;2797;1880;0
Body Health;2020/01;542;97488;102679;22473;0;94512
IRON BRUTUS CONSULTORIA ESPORTIVA;2020/01;5;2885;2885;0;0;0
Zaico;2020/01;23;7087;8908;6235;0;861
Workout Factory Box01 - Capitais;2020/01;94;19730;20769;4686;5154;4741
Linear Fitness;2020/01;70;10005;9787;0;1237;9494
Espaco Vip Studio Personal;2020/01;97;56680;41765;26265;0;0
Sairu Fitness;2020/01;68;17256;17506;0;0;17137
Atrium;2020/01;74;17495;18698;2065;1960;0
Paula Garcia Personal;2020/01;17;4750;10100;0;630;2318
Studioq Pilates e Training;2020/01;104;33753;25734;13186;0;13262
CrossFriends;2020/01;108;20920;38633;5837;582;32023
PATRIOTAS PERFORMANCE TRAINING;2020/01;100;9374;9422;3067;0;0
Box Zero12;2020/01;78;10242;8865;3878;0;0
Espaço Ganesh Yoga e Meditação;2020/01;105;13741;17808;14335;0;13299
ACADEMIA MEDLEY;2020/01;635;77175;65081;21933;0;22424
CROSS POWER;2020/01;249;32361;32361;0;0;0
CROSS MILES;2020/01;264;33542;23794;1035;14696;0
FITRE;2020/01;22;13631;13631;0;0;15982
Cross Max;2020/01;90;8929;7472;397;5714;508
CF TRAINER;2020/01;45;18872;18872;0;0;0
CrossFit High Pulse - Ponta Grossa;2020/01;128;27477;24078;1298;15094;0
MARIFIT TREINAMENTO PERSONALIZADO;2020/01;58;9070;9070;0;0;0
STRONGHOUSE - Força e condicionamento;2020/01;62;32923;15778;3934;0;0
FitsFort;2020/01;352;16935;16940;0;0;3
CrossFit Londrina;2020/01;89;16567;18354;8787;0;0
ARGO PERSONAL GYM;2020/01;131;28628;34499;4166;0;34846
CrossFit Vento Norte;2020/01;202;58460;58059;0;0;0
Bootcamp City;2020/01;203;28636;54882;779;19552;28440
Vibe Fit;2020/01;408;59666;44790;11630;4158;36712
Academia Xandu;2020/01;250;32230;23850;3122;107;0
KVRAGYM;2020/01;139;36492;12947;9019;0;0
High Pulse - Cascavel;2020/01;58;11529;11373;905;4287;14394
THE BASEMENT;2020/01;61;19325;15450;0;9590;0
Army Crossfit CLF;2020/01;375;151015;120370;87804;0;0
BLACK BROTHERS MMA SCHOOL;2020/01;0;0;0;126;0;0
Maddock CrossFit;2020/01;83;25602;19665;16407;0;0
Academia New Form;2020/01;460;54673;74129;36793;0;6153
CrossFit Teina;2020/01;127;20737;34463;10406;0;29351
Formula Fit;2020/01;267;14862;15477;0;0;1200
Academia SuperAção - Santa Felicidade;2020/01;948;164839;103970;54838;3387;1365
Move Gym Curuçá;2020/01;303;38922;23198;16172;952;36743
Escola de Dança DDance;2020/01;105;18973;15163;310;8104;0
CrossFit 889;2020/01;117;30589;29404;9178;0;0
KAFÉ CROSS TRAINING;2020/01;27;2700;2700;0;0;0
Academia Saúde & Fitness;2020/01;196;19888;22908;5766;7706;4030
HB Sports;2020/01;664;63130;62143;23898;0;62021
CPBR;2020/01;66;9925;9925;0;0;0
CrossFit Rudge Ramos;2020/01;204;34972;36208;16611;8777;29866
ARENA GP;2020/01;294;37628;36744;1848;15390;26828
ARENA CROSS - Cross Trainning;2020/01;107;10074;9649;329;0;0
FER FITNESS CENTER;2020/01;124;29946;25685;4119;0;21258
TcPILATES PERDIZES;2020/01;167;40771;36195;26198;0;33686
Crossfit KM;2020/01;104;49781;36164;21644;640;0
CROSS BY SCARELLI;2020/01;59;9344;8888;290;0;0
Ayran Pilates;2020/01;56;21260;16427;576;12021;7561
Box Beltrão;2020/01;82;15070;11322;1167;5811;0
Lusty Pole Dance;2020/01;80;15869;8614;1846;2626;7355
One - Exercise and Health;2020/01;0;6690;6030;0;0;0
Mutuca Crossfit Copacabana;2020/01;95;28069;29059;6352;15517;28301
Crossfit Implacável Leblon;2020/01;84;31629;25469;0;17041;20358
Gênesis Sports;2020/01;44;10729;4870;1109;540;8068
REBEL CIRCUS;2020/01;46;10392;7952;683;0;4400
SevenFit Treinamento Físico Funcional;2020/01;62;11697;14437;310;11921;3669
CF DARK RHINOS - UNIDADE BURITI;2020/01;90;18774;26522;5144;0;35151
CrossFit CTFJC;2020/01;133;25983;24149;0;7084;33635
Expertfit;2020/01;226;65846;63036;18682;3716;70420
Box Empreendedores Fit;2020/01;136;23270;16023;3960;0;15275
Keep Fit Studio;2020/01;107;25499;25499;0;0;461
CrossFit Tornado;2020/01;39;4304;4304;0;439;0
3050 Moema;2020/01;28;17549;11098;3094;3465;567
Cross Anamá;2020/01;62;15097;11522;1333;1604;14077
Apple Coach;2020/01;63;13908;14044;0;2744;0
Cross João Pinheiro;2020/01;125;13078;13078;0;0;0
CrossFit Ilha Irajá;2020/01;148;50888;41098;14062;8756;30
AFIT TREINAMENTO FUNCIONAL E MUSCULACAO;2020/01;37;15870;14923;0;0;0
VipCoach - Personal Trainer & Consultoria em Treinamento Des;2020/01;28;23960;23960;0;0;0
CrossFit Linhares;2020/01;112;20922;20636;12335;0;26430
Mutação Crossfit Divinópolis;2020/01;235;35202;41511;7118;0;66107
HUGO MUNHOZ PERSONAL TRAINER;2020/01;47;2250;2250;0;0;0
Olympus crossfit JP;2020/01;654;151368;118422;42533;0;0
BULLET BOX;2020/01;68;9751;6704;874;2209;0
BOX LIFE POA;2020/01;89;1019;1019;0;0;0
LIFEX;2020/01;76;32594;21807;18295;0;0
Usina Gym;2020/01;345;38635;36387;2967;13046;0
Studio Moovie Dance;2020/01;26;1978;1978;0;0;0
You Fitness JB;2020/01;414;70007;44147;25667;5995;0
Academia G2;2020/01;377;40163;36210;3781;0;0
FIT BROS BOX;2020/01;56;7965;7107;523;0;0
ACADEMIA LEVEL ONE;2020/01;190;40757;30661;13710;0;2943
CrossFit Cianorte;2020/01;82;23722;23722;0;0;0
Academia Mundo Fitness;2020/01;899;102945;97829;3817;56578;75959
RTF Aqua;2020/01;197;23535;23506;0;0;14303
O SEU TREINO;2020/01;6;915;975;0;387;152
Crossfit Tribull;2020/01;107;31602;29278;5317;11852;16024
Nine Treinamento Fisico Funcional LTDA - ME;2020/01;680;115229;136841;20203;77531;140716
MOVE IN BOX;2020/01;0;0;0;0;0;0
CROSSFIT J4;2020/01;0;559;913;357;0;0
Studio V;2020/01;31;12151;10178;1347;1456;10179
Crossfit Tório;2020/01;64;20626;18293;13372;0;0
Crossfit Panamby;2020/01;168;28189;25718;656;23194;0
crossfit canto do forte;2020/01;134;29926;32063;1668;17775;29478
React Fitness Center;2020/01;177;24417;22888;2215;9592;7242
TcPILATES CURSOS;2020/01;24;22901;35310;7364;0;12710
TcPILATES SANTANA;2020/01;157;44995;41760;24966;0;42483
PLENA Academia;2020/01;431;203493;101984;46072;0;75199
Academia Perfetto;2020/01;336;41645;28513;5958;0;340
ELEITOS ESPORTE E SAÚDE;2020/01;97;11814;12520;3734;5612;0
