"CO_ISIC_CLASSE";"NO_ISIC_CLASSE";"NO_ISIC_CLASSE_ING";"NO_ISIC_CLASSE_ESP";"CO_ISIC_GRUPO";"NO_ISIC_GRUPO";"NO_ISIC_GRUPO_ING";"NO_ISIC_GRUPO_ESP";"CO_ISIC_DIVISAO";"NO_ISIC_DIVISAO";"NO_ISIC_DIVISAO_ING";"NO_ISIC_DIVISAO_ESP";"CO_ISIC_SECAO";"NO_ISIC_SECAO";"NO_ISIC_SECAO_ING";"NO_ISIC_SECAO_ESP"
"9412";"Atividades de organizações associativas profissionais";"Activities of professional membership organizations";"Atividades de organizações associativas profissionais";"941";"Atividades de empresas, empregadores e organizações associativas profissionais";"Activities of business, employers and professional membership organizations";"Atividades de empresas, empregadores e organizações associativas profissionais";"94";"Atividades de organizações associativas";"Activities of membership organizations";"Atividades de organizações associativas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9411";"Atividades de organizações associativas de empresas e empregadores";"Activities of business and employers membership organizations";"Atividades de organizações associativas de empresas e empregadores";"941";"Atividades de empresas, empregadores e organizações associativas profissionais";"Activities of business, employers and professional membership organizations";"Atividades de empresas, empregadores e organizações associativas profissionais";"94";"Atividades de organizações associativas";"Activities of membership organizations";"Atividades de organizações associativas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2750";"Fabricação de eletrodomésticos";"Manufacture of domestic appliances";"Fabricação de eletrodomésticos";"275";"Fabricação de eletrodomésticos";"Manufacture of domestic appliances";"Fabricação de eletrodomésticos";"27";"Fabricação de equipamentos elétricos";"Manufacture of electrical equipment";"Fabricação de equipamentos elétricos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3040";"Fabricação de veículos militares de combate";"Manufacture of military fighting vehicles";"Fabricação de veículos militares de combate";"304";"Fabricação de veículos militares de combate";"Manufacture of military fighting vehicles";"Fabricação de veículos militares de combate";"30";"Fabricação de outro equipamento de transporte";"Manufacture of other transport equipment";"Fabricação de outro equipamento de transporte";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3099";"Fabricação de outros equipamentos de transporte n.c";"Manufacture of other transport equipment n.e.c.";"Fabricação de outros equipamentos de transporte n.c";"309";"Fabricação de equipamentos de transporte n.c";"Manufacture of transport equipment n.e.c.";"Fabricação de equipamentos de transporte n.c";"30";"Fabricação de outro equipamento de transporte";"Manufacture of other transport equipment";"Fabricação de outro equipamento de transporte";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3092";"Fabricação de bicicletas e carruagens inválidas";"Manufacture of bicycles and invalid carriages";"Fabricação de bicicletas e carruagens inválidas";"309";"Fabricação de equipamentos de transporte n.c";"Manufacture of transport equipment n.e.c.";"Fabricação de equipamentos de transporte n.c";"30";"Fabricação de outro equipamento de transporte";"Manufacture of other transport equipment";"Fabricação de outro equipamento de transporte";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3091";"Fabricação de motocicletas";"Manufacture of motorcycles";"Fabricação de motocicletas";"309";"Fabricação de equipamentos de transporte n.c";"Manufacture of transport equipment n.e.c.";"Fabricação de equipamentos de transporte n.c";"30";"Fabricação de outro equipamento de transporte";"Manufacture of other transport equipment";"Fabricação de outro equipamento de transporte";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"7912";"Atividades de operador turístico";"Tour operator activities";"Atividades de operador turístico";"791";"Atividades de agências de viagens e operadoras de turismo";"Travel agency and tour operator activities";"Atividades de agências de viagens e operadoras de turismo";"79";"Agência de viagens, operadora de turismo, serviço de reservas e atividades relacionadas";"Travel agency, tour operator, reservation service and related activities";"Agência de viagens, operadora de turismo, serviço de reservas e atividades relacionadas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7911";"Atividades de agências de viagens";"Travel agency activities";"Atividades de agências de viagens";"791";"Atividades de agências de viagens e operadoras de turismo";"Travel agency and tour operator activities";"Atividades de agências de viagens e operadoras de turismo";"79";"Agência de viagens, operadora de turismo, serviço de reservas e atividades relacionadas";"Travel agency, tour operator, reservation service and related activities";"Agência de viagens, operadora de turismo, serviço de reservas e atividades relacionadas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8550";"Atividades de apoio educacional";"Educational support activities";"Atividades de apoio educacional";"855";"Atividades de apoio educacional";"Educational support activities";"Atividades de apoio educacional";"85";"Educação";"Education";"Educação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9329";"Outras atividades de diversão e recreação n.e.c.";"Other amusement and recreation activities n.e.c.";"Outras atividades de diversão e recreação n.e.c.";"932";"Outras atividades de diversão e recreação";"Other amusement and recreation activities";"Outras atividades de diversão e recreação";"93";"Atividades esportivas e atividades de diversão e recreação";"Sports activities and amusement and recreation activities";"Atividades esportivas e atividades de diversão e recreação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9321";"Atividades de parques de diversões e parques temáticos";"Activities of amusement parks and theme parks";"Atividades de parques de diversões e parques temáticos";"932";"Outras atividades de diversão e recreação";"Other amusement and recreation activities";"Outras atividades de diversão e recreação";"93";"Atividades esportivas e atividades de diversão e recreação";"Sports activities and amusement and recreation activities";"Atividades esportivas e atividades de diversão e recreação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9609";"Outras atividades de serviços pessoais n.e.c.";"Other personal service activities n.e.c.";"Outras atividades de serviços pessoais n.e.c.";"960";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"96";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9603";"Atividades funerárias e afins";"Funeral and related activities";"Atividades funerárias e afins";"960";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"96";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9602";"Cabeleireiro e outros tratamentos de beleza";"Hairdressing and other beauty treatment";"Cabeleireiro e outros tratamentos de beleza";"960";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"96";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9601";"Lavagem e limpeza (a seco) de produtos têxteis e de peles";"Washing and (dry-) cleaning of textile and fur products";"Lavagem e limpeza (a seco) de produtos têxteis e de peles";"960";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"96";"Outras atividades de serviços pessoais";"Other personal service activities";"Outras atividades de serviços pessoais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9810";"Atividades indiferenciadas de produção de bens domésticos para uso próprio";"Undifferentiated goods-producing activities of private households for own use";"Atividades indiferenciadas de produção de bens domésticos para uso próprio";"981";"Atividades indiferenciadas de produção de bens domiciliares";"Undifferentiated goods-producing activities of private households for own use";"Atividades indiferenciadas de produção de bens domiciliares";"98";"Atividades domiciliares indiferenciadas de produção de bens e serviços domésticos para uso próprio";"Undifferentiated goods- and services-producing activities of private households for own use";"Atividades domiciliares indiferenciadas de produção de bens e serviços domésticos para uso próprio";"D";"Outros Produtos";"Other products";"Outros Produtos"
"0220";"Exploração madeireira";"Logging";"Exploração madeireira";"022";"Exploração madeireira";"Logging";"Exploração madeireira";"02";"Silvicultura e exploração madeireira";"Forestry and logging";"Silvicultura e exploração madeireira";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"4789";"Comércio varejista via bancas e mercados de outras mercadorias";"Retail sale via stalls and markets of other goods";"Comércio varejista via bancas e mercados de outras mercadorias";"478";"Comércio varejista via bancas e mercados";"Retail sale via stalls and markets";"Comércio varejista via bancas e mercados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4782";"Comércio varejista via bancas e mercados de têxteis, vestuário e calçado";"Retail sale via stalls and markets of textiles, clothing and footwear";"Comércio varejista via bancas e mercados de têxteis, vestuário e calçado";"478";"Comércio varejista via bancas e mercados";"Retail sale via stalls and markets";"Comércio varejista via bancas e mercados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4781";"Comércio varejista via bancas e mercados de produtos alimentares, bebidas e tabaco";"Retail sale via stalls and markets of food, beverages and tobacco products";"Comércio varejista via bancas e mercados de produtos alimentares, bebidas e tabaco";"478";"Comércio varejista via bancas e mercados";"Retail sale via stalls and markets";"Comércio varejista via bancas e mercados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
